Account,Source Account,Text,Time,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
Fox News,-,".@PressSec on pardons: ""The president looks at each case individually to see if something wrong has been done, or w… https://t.co/4kgw5voFYX",2018-06-04 14:05:26-05:00,-0.2263,0.091,0.128,0.782,83
Fox News,-,".@PressSec: ""The president feels strongly that the steel and aluminum industries are critical to our national secur… https://t.co/CUOP15qhMA",2018-06-04 13:58:43-05:00,-0.0516,0.103,0.113,0.784,84
Fox News,-,"@PressSec on diplomatic talks with North Korea: ""They've been positive and we're looking forward to the meeting in… https://t.co/RtdqdMuIu4",2018-06-04 13:53:12-05:00,0.5574,0.167,0.0,0.833,85
Fox News,-,".@PressSec: ""Thankfully the president hasn't done anything wrong and wouldn't have any need for a pardon.""… https://t.co/ocKZV4Gcaz",2018-06-04 13:48:10-05:00,0.6546,0.277,0.0,0.723,86
Fox News,-,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing  https://t.co/hsasGriizq,2018-06-04 13:42:29-05:00,0.0,0.0,0.0,1.0,87
Fox News,-,"Boy, 11, fights off man who attempted to steal father's car in Connecticut, police say. https://t.co/exkUHaXtME",2018-06-04 13:40:55-05:00,-0.7096,0.0,0.296,0.704,88
Fox News,-,OPINION: Supreme Court's same-sex wedding cake decision -- a significant victory for freedom https://t.co/JfsmJ3sXIf,2018-06-04 13:35:30-05:00,0.8625,0.49,0.0,0.51,89
Fox News,-,"Wedding crasher steals gift envelopes intended for bride and groom, disappears https://t.co/RCDuOZsPwS",2018-06-04 13:25:31-05:00,-0.4215,0.165,0.324,0.511,90
Fox News,-,"VIDEO: Guatemala police officer captures moment 'Volcano of Fire' erupts, engulfing streets in ash https://t.co/TZB5LdRiNs",2018-06-04 13:17:04-05:00,-0.34,0.0,0.146,0.854,91
Fox News,-,States holding primaries Tuesday @dailybriefing https://t.co/UOKZthlCbB,2018-06-04 13:15:24-05:00,0.0,0.0,0.0,1.0,92
Fox News,-,Awaiting: @WhiteHouse press briefing https://t.co/CUJkBRNYaB,2018-06-04 13:02:57-05:00,0.0,0.0,0.0,1.0,93
Fox News,-,TONIGHT: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! https://t.co/M6Imq8qQGm https://t.co/Svn4SxQYGE,2018-06-04 12:59:00-05:00,0.3595,0.151,0.0,0.849,94
Fox News,-,Saudi Arabia issues first driving licenses to 10 women https://t.co/boyLJt5tXO (via @christocarbone),2018-06-04 12:55:00-05:00,0.0,0.0,0.0,1.0,95
Fox News,-,An asteroid turned into a blazing fireball over Africa last weekend https://t.co/SI8vFB3h4U,2018-06-04 12:40:36-05:00,0.0,0.0,0.0,1.0,96
Fox News,-,George H.W. Bush discharged from hospital https://t.co/NuY9OaQTZW,2018-06-04 12:25:19-05:00,0.0,0.0,0.0,1.0,97
Fox News,-,"Rep. @davidcicilline: “The American people are entitled to know the truth, let the investigation continue. Mr. Muel… https://t.co/oQprGX7bC0",2018-06-04 12:18:20-05:00,0.5267,0.216,0.0,0.784,98
Fox News,-,".@RepAndyBiggsAZ: “I think that there’s a Constitutional authority for the President to pardon himself, I think it… https://t.co/sVCyBqmyQz",2018-06-04 12:10:55-05:00,0.3818,0.205,0.0,0.795,99
Fox News,-,Iraq War vet saves Wyoming trooper from man who was attacking him on highway https://t.co/b9ahOPWgf8,2018-06-04 11:59:07-05:00,-0.7845,0.0,0.347,0.653,100
The New York Times,-,"Latinos make up 34% of California’s adult population, but they account for just 18% of likely voters. Democrats hop… https://t.co/60JlXxZH7Y",2018-06-04 21:15:08-05:00,0.0,0.0,0.0,1.0,1
The New York Times,-,"Nearly 3 in 4 adults say teachers’ salaries are too low — a sentiment that crosses party lines, even if raises mean… https://t.co/C91YoTyFQU",2018-06-04 21:02:05-05:00,0.1531,0.124,0.096,0.78,2
The New York Times,Katie Rogers,RT @katierogers: The East Wing has made it pretty clear how the First Lady feels: “Mrs. Trump has always been a strong and independent woma…,2018-06-04 20:47:06-05:00,0.8442,0.302,0.0,0.698,3
The New York Times,-,Saudi Arabia issued its first drivers licenses to first 10 women as lifting of long standing ban approaches https://t.co/x5tvdtgeMg,2018-06-04 20:32:06-05:00,-0.5574,0.0,0.167,0.833,4
The New York Times,-,"In court documents, prosecutors working for the special counsel, Robert Mueller, said that Manafort tried to contac… https://t.co/IpXJ8IkOfk",2018-06-04 20:17:00-05:00,0.4019,0.137,0.0,0.863,5
The New York Times,-,"Breaking News: Paul Manafort, President Trump's former campaign chairman, tried to tamper with witnesses in the cas… https://t.co/s1IyXFbx8c",2018-06-04 20:05:10-05:00,0.0,0.0,0.0,1.0,6
The New York Times,-,Evening Briefing: Here's what you need to know at the end of the day https://t.co/eMGjN4rIZ0,2018-06-04 20:02:03-05:00,0.0,0.0,0.0,1.0,7
The New York Times,Michael Cooper,"RT @coopnytimes: The @DallasSymphony will commission 20 new works over the course of a decade, at least half from women, Fabio Luisi, its n…",2018-06-04 19:47:06-05:00,0.0,0.0,0.0,1.0,8
The New York Times,-,Howard Schultz is stepping away from Starbucks and ending a storied run that took the coffee chain from a handful o… https://t.co/eIyvOFdv7W,2018-06-04 19:32:05-05:00,0.0,0.0,0.0,1.0,9
The New York Times,-,"Chile will become the first nation in the Americas to ban retail businesses from using plastic bags, an initiative… https://t.co/e35brq0Ug5",2018-06-04 19:17:02-05:00,-0.5574,0.0,0.159,0.841,10
The New York Times,-,The 25 best American plays of the last 25 years https://t.co/pr6QSV042T https://t.co/5UJnYKoPvu,2018-06-04 19:03:05-05:00,0.7351,0.383,0.0,0.617,11
The New York Times,NYT Sports,"RT @NYTSports: Eagles owner Jeffrey Lurie called Trump's presidency ""disastrous"" at an NFL meeting last fall: https://t.co/BcErB2TQIx",2018-06-04 18:53:03-05:00,0.0,0.0,0.0,1.0,12
The New York Times,-,"President Trump appears to have disinvited the Super Bowl-champion Philadelphia Eagles, who were scheduled to visit… https://t.co/trVnLRJ9jw",2018-06-04 18:47:01-05:00,0.5994,0.196,0.0,0.804,13
The New York Times,NYT Sports,RT @NYTSports: President Trump seems to have disinvited the Eagles from their White House visit tomorrow: https://t.co/MaqNqsgwOT,2018-06-04 18:36:01-05:00,0.0,0.0,0.0,1.0,14
The New York Times,-,President Trump's team repeatedly pushed a false story line to deflect questions about a meeting with a Kremlin-tie… https://t.co/BlCGVF7IAS,2018-06-04 18:32:03-05:00,0.0,0.0,0.0,1.0,15
The New York Times,NYT Graphics,"RT @nytgraphics: The numbers that explain why teachers are in revolt:
https://t.co/H4M7aGkFLJ https://t.co/HWGrNHYXYq",2018-06-04 18:17:06-05:00,0.0,0.0,0.0,1.0,16
The New York Times,-,The whale washed ashore with nearly 18 pounds of plastic in its stomach. Veterinarians had tried to save its life a… https://t.co/SvSk9YTKQN,2018-06-04 18:02:04-05:00,0.4939,0.132,0.0,0.868,17
The New York Times,-,Evening Briefing: Here's what you need to know at the end of the day https://t.co/uYW9A7wjuv,2018-06-04 17:47:06-05:00,0.0,0.0,0.0,1.0,18
The New York Times,-,"Howard Schultz took Starbucks from a few stores in the 1980s to 28,000 today. It wasn't always smooth sailing. Here… https://t.co/ZsR2F5K3cL",2018-06-04 17:32:06-05:00,0.0,0.0,0.0,1.0,19
The New York Times,-,Will Democrats be able to flip several House seats in California? Follow updates about Tuesday's primary election. https://t.co/PKp4GuseC0,2018-06-04 17:15:09-05:00,0.0,0.0,0.0,1.0,20
The New York Times,-,"On Broadway, they’re the Plastics. During their real-life high school years, not so much. https://t.co/gFpz40AH37",2018-06-04 17:02:06-05:00,0.0,0.0,0.0,1.0,21
The New York Times,NYT Opinion,"RT @nytopinion: Get arguments and opinions on the social, political and economic issues around the World Cup, for football buffs and fair-w…",2018-06-04 16:47:05-05:00,-0.4019,0.0,0.114,0.886,22
The New York Times,-,"The Supreme Court sided with a Colorado baker, voting 7 to 2 in a closely watched case pitting gay rights against c… https://t.co/97fxrj0FlY",2018-06-04 16:32:05-05:00,0.5574,0.167,0.0,0.833,23
The New York Times,New York Times Video,RT @nytvideo: “We were suffocating.” Volcán del Fuego’s eruption in Guatemala has killed dozens of people. This is how survivors say they e…,2018-06-04 16:20:05-05:00,-0.6705,0.0,0.17,0.83,24
The New York Times,-,"The Koch brothers have long supported Republican candidates and causes, but have increasingly found themselves at o… https://t.co/fzGpSkZUsg",2018-06-04 16:10:06-05:00,0.1655,0.088,0.0,0.912,25
The New York Times,-,"""It took me 5 months to find out how many times my son was shot.""

A Baltimore teenager was fatally shot by a polic… https://t.co/On74QmUSDz",2018-06-04 16:00:07-05:00,-0.6369,0.0,0.167,0.833,26
The New York Times,Jennifer Medina,RT @jennymedina: NYT reporters are all over California to report on the June 5 primary. I'm in the 48th district in the heart of Orange Cou…,2018-06-04 15:50:03-05:00,0.0,0.0,0.0,1.0,27
The New York Times,-,Howard Schultz is stepping away from Starbucks. The move is likely to stoke speculation of a push into politics. He… https://t.co/Yz8LF2Lmq6,2018-06-04 15:36:03-05:00,0.0,0.0,0.0,1.0,28
The New York Times,Andrew Ross Sorkin,RT @andrewrsorkin: Breaking News: Howard Schultz will leave @Starbucks at end of month. End of era. Says he will consider “public service”…,2018-06-04 15:31:08-05:00,-0.0516,0.0,0.054,0.946,29
The New York Times,Michael Tackett,"RT @tackettdc: Senior EPA official ""acted essentially as the personal assistant to"" Scott Pruitt, helping him hunt for an apartment, travel…",2018-06-04 15:20:05-05:00,0.296,0.099,0.0,0.901,30
The New York Times,-,"In Orange County, California, Democrats are counting on immigrants to help the party pull off, if not quite a blue… https://t.co/FWt0QHx0QS",2018-06-04 15:10:02-05:00,0.6597,0.231,0.0,0.769,31
The New York Times,-,He was cheered at his graduation for quoting a speech by President Trump. Then he revealed who actually said it: Ba… https://t.co/NFT3EuP6ND,2018-06-04 15:00:12-05:00,0.5106,0.142,0.0,0.858,32
The New York Times,Chris Buckley 储百亮,"RT @ChuBailiang: “No one said to shoot, but it was, like, ‘We’re going to teach them a lesson,’ and then those soldiers unleashed their fur…",2018-06-04 14:50:04-05:00,0.3716,0.121,0.063,0.816,33
The New York Times,-,Volkswagen is abandoning animal testing after being criticized for subjecting monkeys to diesel exhaust fumes https://t.co/a4BLyXl0tT,2018-06-04 14:40:02-05:00,-0.7506,0.0,0.412,0.588,34
The New York Times,Michael M. Grynbaum,"RT @grynbaum: Here's my profile of Seymour Hersh, whose caustic &amp; revealing memoir of a life in journalism is out tomorrow. https://t.co/MV…",2018-06-04 14:30:16-05:00,0.0,0.0,0.0,1.0,35
The New York Times,-,President Trump said he had the power to pardon himself. It's a sign that he could take extreme action to shield hi… https://t.co/fhKascGIyQ,2018-06-04 14:20:04-05:00,0.3182,0.099,0.0,0.901,36
The New York Times,Sydney Ember,"RT @melbournecoal: NYT reporters are all over CA today, the last day before the primary, bringing you updates from competitive districts ac…",2018-06-04 14:10:05-05:00,0.1779,0.075,0.0,0.925,37
The New York Times,-,The ideal subjects for a salt study? Maybe prisoners. https://t.co/Nnl47MW5TO https://t.co/9ZbOz4Wjhp,2018-06-04 14:00:10-05:00,0.0258,0.231,0.224,0.544,38
The New York Times,The Upshot,RT @UpshotNYT: More experts joined the conversation on the great medical mystery of the 1980s: why health costs began skyrocketing compared…,2018-06-04 13:50:06-05:00,0.6249,0.17,0.0,0.83,39
The New York Times,-,"Dolly Parton: ""I am thrilled to be bringing some of my favorite songs to life with Netflix"" https://t.co/vWGI3VGlmS",2018-06-04 13:40:07-05:00,0.7096,0.269,0.0,0.731,40
The New York Times,-,"The suspect wanted in the killing of 4 people in Arizona, including a psychiatrist in the JonBenet Ramsey investiga… https://t.co/fSqDGvR8ym",2018-06-04 13:31:03-05:00,-0.765,0.0,0.292,0.708,41
The New York Times,Elizabeth Dias,"RT @elizabethjdias: Today I'm spending the day with @TJCoxCongress, the Democrat who is challenging Republican incumbent @dgvaladao in the…",2018-06-04 13:20:06-05:00,0.1531,0.082,0.0,0.918,42
The New York Times,-,The U.S. ambassador to Germany said that he wanted to empower conservative leaders in Europe who dared to challenge… https://t.co/l4dqfFpYsA,2018-06-04 13:10:08-05:00,0.0,0.0,0.0,1.0,43
The New York Times,Sabrina Tavernise,RT @stavernise: Please listen to our story of one family in Baltimore and their search for answers about the death of their son. https://t.…,2018-06-04 13:00:05-05:00,-0.3818,0.082,0.138,0.78,44
The New York Times,-,The Supreme Court turned away a request from the Justice Department to discipline lawyers with the ACLU for assisti… https://t.co/3AYiFqXoxy,2018-06-04 12:50:05-05:00,0.7906,0.292,0.0,0.708,45
The New York Times,-,Facebook tried to rein in fake ads. It fell short in a California race. https://t.co/TEOBeVOBy1 https://t.co/K8LViRmq6o,2018-06-04 12:40:10-05:00,-0.4767,0.0,0.181,0.819,46
The New York Times,Zachary Woolfe,"RT @zwoolfe: Michael Hersch turns his cancer-stricken friend's emails into music (""with absolute brutality"") https://t.co/GO1tupM6Oa https:…",2018-06-04 12:30:05-05:00,0.0,0.0,0.0,1.0,47
The New York Times,-,“I wasn’t happy because he just got a new bat last year. I really thought he was set for a while.” https://t.co/smQ1gLXh7p,2018-06-04 12:20:10-05:00,0.5719,0.171,0.0,0.829,48
The New York Times,-,☀️+ 🍝= 💯https://t.co/7iVYOLtHYk,2018-06-04 12:10:06-05:00,0.0,0.0,0.0,1.0,49
The New York Times,Internet Person™⭐️,RT @TimHerrera: Ever spent an agonizing amount of time on a relatively simple decision? This will help make it easier https://t.co/5ZABBdCT…,2018-06-04 12:00:07-05:00,0.2023,0.21,0.141,0.649,50
The New York Times,-,Stay up to date with news about California in our California Today newsletter. Sign up here. https://t.co/afialtICQZ,2018-06-04 11:56:20-05:00,0.0,0.0,0.0,1.0,51
The New York Times,-,"While Democrats have spent millions trying to seize Republican seats in California in the midterms, voters in the C… https://t.co/qKvQDuVO5s",2018-06-04 11:55:40-05:00,0.0,0.0,0.0,1.0,52
The New York Times,-,"There's an evangelical fight to win back California. Franklin Graham, son of Billy Graham, is urging evangelicals t… https://t.co/lKExoakYbR",2018-06-04 11:53:16-05:00,0.296,0.162,0.111,0.726,53
The New York Times,-,"With so many Democrats running in California congressional races, the party is worried that the vote will be splint… https://t.co/bsch6Gg1WU",2018-06-04 11:50:05-05:00,0.128,0.118,0.096,0.786,54
The New York Times,-,California Republicans are worried they may have no candidates for governor or U.S. senator on the state's ballot i… https://t.co/mIloDF2eYq,2018-06-04 11:45:04-05:00,-0.5267,0.0,0.196,0.804,55
The New York Times,-,"California's primary on Tuesday has high stakes for both parties. But Democrats and Republicans are worried, mostly… https://t.co/IFrTAsB31t",2018-06-04 11:40:15-05:00,-0.2382,0.09,0.136,0.775,56
The New York Times,-,California is offering some of the biggest opportunities for Democrats to take back the House. Here's a look at wha… https://t.co/JHYxKwirjS,2018-06-04 11:35:05-05:00,0.3818,0.12,0.0,0.88,57
The New York Times,-,Apple kicks off its annual conference for developers on Monday at 10 a.m. Pacific time. Here’s what to expect. https://t.co/FR5lzhfVdb,2018-06-04 11:30:09-05:00,0.0,0.0,0.0,1.0,58
The New York Times,-,Patricia Oliver received her son's diploma while wearing a yellow shirt with 5 words on the front: This should be m… https://t.co/XVAIUhYvQN,2018-06-04 11:20:02-05:00,0.0,0.0,0.0,1.0,59
The New York Times,-,"A senior aide to Scott Pruitt worked unpaid to find him housing, book his personal travel to the Rose Bowl and try… https://t.co/SxQDYaJku6",2018-06-04 11:10:05-05:00,0.0,0.0,0.0,1.0,60
The New York Times,Michael Paulson,"RT @MichaelPaulson: Four years ago, I went to Colorado to write about the baker who turned away a gay couple. Today, he won his case at the…",2018-06-04 11:00:06-05:00,0.5719,0.134,0.0,0.866,61
The New York Times,-,Bill Clinton says he never privately apologized to Monica Lewinsky and doesn't feel that he needs to https://t.co/gkhn4tBjsT,2018-06-04 10:50:02-05:00,-0.2411,0.0,0.103,0.897,62
The New York Times,-,American Special Operations forces are likely to be sharply cut in Africa as a result of a new Pentagon strategy th… https://t.co/14XsS7toDL,2018-06-04 10:40:10-05:00,0.1531,0.118,0.092,0.789,63
The New York Times,-,"""It was a despicable display of sexism and grave abuse of authority."" Critics accused Rodrigo Duterte of abusing hi… https://t.co/nPtUHAJCtA",2018-06-04 10:30:07-05:00,-0.9217,0.0,0.504,0.496,64
The New York Times,Katie Thomas,"RT @katie_thomas: “Unlike EpiPen, women are not going to be rising up and saying, ‘My vagina is dry and I don’t want to pay 2,000 to 3,000…",2018-06-04 10:20:02-05:00,-0.0258,0.049,0.052,0.899,65
The New York Times,-,Microsoft has transformed itself into a key player in cloud computing. The company's $7.5 billion purchase of GitHu… https://t.co/0lWUsfsc8o,2018-06-04 10:10:07-05:00,0.0,0.0,0.0,1.0,66
The New York Times,Nick Confessore,RT @nickconfessore: —&gt; New blog post from @facebook exec challenging aspects of our story today. We disagree but worth reading to understan…,2018-06-04 10:00:13-05:00,0.2144,0.149,0.074,0.777,67
The New York Times,-,"""When you're not sitting across from someone, you're sitting across from the world."" The joys of a table for one in… https://t.co/j1Gpb8F0RR",2018-06-04 09:40:06-05:00,0.4939,0.138,0.0,0.862,68
The New York Times,-,"Breaking News: The Supreme Court sided with a Colorado baker, voting 7 to 2 in a closely watched case pitting gay r… https://t.co/R5MFtMr2lR",2018-06-04 09:35:55-05:00,0.5574,0.167,0.0,0.833,69
The New York Times,-,Video: Antarctic sea spiders have no lungs or gills. Here's how they breathe. https://t.co/h3Fh9evdd6,2018-06-04 09:30:07-05:00,-0.296,0.0,0.145,0.855,70
The New York Times,-,"Serena Williams: ""I gave up so much, from the time with my daughter and time with my family. I put everything on th… https://t.co/rzsDznp7aq",2018-06-04 09:14:00-05:00,0.0,0.0,0.0,1.0,71
The New York Times,-,"Democrats hope an Asian influx will help turn Orange County, California, blue https://t.co/buj8ogiAiA",2018-06-04 09:05:04-05:00,0.6808,0.337,0.0,0.663,72
The New York Times,gabriel dance,"RT @gabrieldance: for our story today on facebook’s data-sharing partnerships with device makers such as BlackBerry, Apple, Samsung, Amazon…",2018-06-04 08:51:36-05:00,0.0,0.0,0.0,1.0,73
The New York Times,-,"Serena Williams is out of the French Open. No, she didn't lose to Maria Sharapova. She has an injury.  https://t.co/zWjiDjuBMm",2018-06-04 08:51:05-05:00,-0.4102,0.093,0.206,0.701,74
The New York Times,-,"""We got him,"" the officer says on the video, which has been viewed more than 100,000 times on Facebook https://t.co/D3J6bLwKp1",2018-06-04 08:43:04-05:00,0.0,0.0,0.0,1.0,75
The New York Times,-,Steven Mnuchin has so far managed to stay in President Trump's good graces while advocating a more free-trade appro… https://t.co/Omfw2WJ5Bn,2018-06-04 08:30:08-05:00,0.6705,0.244,0.0,0.756,76
The New York Times,-,Breaking News: President Trump said he had the power to pardon himself. It's a sign that he could take extreme acti… https://t.co/Zyta34EJ9J,2018-06-04 08:29:20-05:00,0.3182,0.103,0.0,0.897,77
The New York Times,-,The whale washed ashore with nearly 18 pounds of plastic in its stomach. Veterinarians had tried to save its life a… https://t.co/ytqVTYrvcR,2018-06-04 08:28:04-05:00,0.4939,0.132,0.0,0.868,78
The New York Times,-,"Bashar al-Assad plans to visit Kim Jong-un, North Korea's state-run news media said  https://t.co/qbbFm3mISp",2018-06-04 08:16:03-05:00,0.0,0.0,0.0,1.0,79
The New York Times,-,Morning Briefing: Here's what you need to know to start your day https://t.co/QfTxN7srSH https://t.co/cGK8aTJAio,2018-06-04 08:00:15-05:00,0.0,0.0,0.0,1.0,80
The New York Times,-,"A volcano erupted near Guatemala's capital, killing at least 25 people and leaving many more missing https://t.co/hAHd5ezl2m",2018-06-04 07:45:09-05:00,-0.7841,0.0,0.33,0.67,81
The New York Times,-,"Nearly 50 years after it was stolen, possible evidence suggests that Caravaggio's ""Nativity"" may have been cut up a… https://t.co/oqoLmGZLRR",2018-06-04 07:15:04-05:00,-0.6486,0.0,0.227,0.773,82
The New York Times,-,"The London police have blamed a bleak rap genre, drill, for a rise in violence. They've gotten YouTube to take down… https://t.co/4Sdt0jDDCg",2018-06-04 07:10:07-05:00,-0.802,0.0,0.286,0.714,83
The New York Times,-,"Your daily @DealBook Briefing:

• Facebook gave hardware firms deep access to your information.

• A trade war coul… https://t.co/HgNljbqfsj",2018-06-04 07:00:08-05:00,-0.5994,0.0,0.196,0.804,84
The New York Times,-,"A rare, brain-damaging virus that experts consider a possible epidemic threat has broken out in the state of Kerala… https://t.co/IpZI8f16bK",2018-06-04 06:44:05-05:00,-0.7579,0.0,0.289,0.711,85
The New York Times,-,"A suicide bomber targeted a gathering of Afghan religious scholars who were meeting to condemn such attacks, killin… https://t.co/1nWpleqDlA",2018-06-04 06:31:06-05:00,-0.875,0.0,0.417,0.583,86
The New York Times,-,"A year after the killing of Freddie Gray, a teenager in Baltimore was fatally shot by the police. This is the story… https://t.co/pYDNFpT6sz",2018-06-04 06:14:03-05:00,-0.8625,0.0,0.312,0.688,87
The New York Times,-,"""Westworld"" has been pushing its viewers to the edge of comprehension and beyond this season, our critic writes https://t.co/7cEJIml33w",2018-06-04 06:00:07-05:00,-0.2732,0.0,0.104,0.896,88
The New York Times,-,"The French interior minister called her appearance ""shocking."" The minister of gender equality said she exhibited a… https://t.co/M7G1ZIZdMm",2018-06-04 05:43:04-05:00,0.0,0.0,0.0,1.0,89
The New York Times,-,"Voters in Slovenia gave victory to a populist party, in elections that tilted another European country to the right https://t.co/XLY7jx8hq6",2018-06-04 05:31:03-05:00,0.4019,0.13,0.0,0.87,90
The New York Times,-,"Razan al-Najjar was trying to help an injured protester when she was fatally shot by Israeli soldiers, witnesses sa… https://t.co/5YUJZqNwj4",2018-06-04 05:17:03-05:00,-0.6369,0.102,0.259,0.639,91
The New York Times,-,Morning Briefing: Here's what you need to know to start your day https://t.co/DQgjrWZF5x https://t.co/iBuWjefV0u,2018-06-04 05:00:06-05:00,0.0,0.0,0.0,1.0,92
The New York Times,-,Many women with early-stage breast cancer who would receive chemotherapy under current standards do not actually ne… https://t.co/d61bmeODHK,2018-06-04 04:45:08-05:00,-0.6597,0.0,0.206,0.794,93
The New York Times,-,"An Australian politician's partner says his party urged her to have abortion. ""They said, 'If you don't, they're go… https://t.co/rgF9LudClx",2018-06-04 04:30:03-05:00,0.4019,0.124,0.0,0.876,94
The New York Times,-,"""You're not going to be able to read"" his next book, Michael Lewis said. ""You're only going to be able to listen to… https://t.co/b8p2VMwW1j",2018-06-04 04:15:05-05:00,0.0,0.0,0.0,1.0,95
The New York Times,-,"""They tried to hit him but he defended himself and pushed them away. He wasn't injured. Then I think they also reco… https://t.co/ObtN9519mZ",2018-06-04 04:00:04-05:00,0.438,0.121,0.0,0.879,96
The New York Times,-,"""If it was 5,000 dogs, there would be outrage. If it was 5,000 blonde-haired, blue-eyed women, there would be outra… https://t.co/MWFMVmPCRG",2018-06-04 03:44:03-05:00,-0.5106,0.0,0.142,0.858,97
The New York Times,-,"""Until now they don't understand they can't walk. They don't want to talk about it."" https://t.co/svLZnypLc7",2018-06-04 03:29:05-05:00,-0.0572,0.0,0.075,0.925,98
The New York Times,-,"Facebook let Apple, Samsung and other device makers tap into the data of users and their friends, raising new conce… https://t.co/rK744yDfxC",2018-06-04 03:16:05-05:00,0.4767,0.134,0.0,0.866,99
The New York Times,-,How to finally just make a decision https://t.co/9A2rFVt49h,2018-06-04 03:00:09-05:00,0.0,0.0,0.0,1.0,100
